doc_id,doi,title,lib,class_name,chunk_count,reaction_system,raw_reaction_system,confidence,status
doc_1377,10.1016/j.nanoen.2020.105296,10.1016/j.nanoen.2020.105296,lib1,classB,67,CO2RR,CO2RR,0.95,ok
doc_1378,10.1016/j.nanoen.2020.105311,10.1016/j.nanoen.2020.105311,lib1,classB,96,CO2RR,CO2RR,0.95,ok
doc_1379,10.1016/j.nanoen.2020.105429,10.1016/j.nanoen.2020.105429,lib1,classB,48,CO2RR,CO2RR,0.95,ok
doc_1380,10.1016/j.nanoen.2020.105492,10.1016/j.nanoen.2020.105492,lib1,classB,62,CO2RR,CO2RR,0.9,ok
doc_1381,10.1016/j.nanoen.2020.105504,10.1016/j.nanoen.2020.105504,lib1,classB,98,CO2RR,CO2RR,0.94,ok
doc_1382,10.1016/j.nanoen.2021.105859,10.1016/j.nanoen.2021.105859,lib1,classB,68,CO2RR,CO2RR,0.9,ok
doc_1383,10.1021/acs.nanolett.0c03345,10.1021/acs.nanolett.0c03345,lib1,classB,63,CO2RR,CO2RR,0.95,ok
doc_1384,10.1021/acs.nanolett.0c03400,10.1021/acs.nanolett.0c03400,lib1,classB,69,CO2RR,CO2RR,0.92,ok
doc_1385,10.1021/acs.nanolett.9b01393,10.1021/acs.nanolett.9b01393,lib1,classB,73,CO2RR,CO2RR,0.95,ok
doc_1386,10.1021/acs.nanolett.9b03324,10.1021/acs.nanolett.9b03324,lib1,classB,106,CO2RR,CO2RR,0.92,ok
doc_1387,10.1039/c8gc03022g,10.1039/c8gc03022g,lib1,classB,132,CO2RR,CO2RR,0.58,ok
doc_1388,10.1039/d0gc01412e,10.1039/d0gc01412e,lib1,classB,103,CORR,CORR,0.9,ok
doc_1389,10.1002/adma.200502696,10.1002/adma.200502696,lib2,classA,183,non_reaction,non_reaction,0.95,ok
doc_1390,10.1002/adma.200702242,10.1002/adma.200702242,lib2,classA,169,other_reaction,other_reaction,0.95,ok
doc_1391,10.1002/adma.201302753,10.1002/adma.201302753,lib2,classA,93,other_reaction,other_reaction,0.86,ok
doc_1392,10.1002/adma.201402847,10.1002/adma.201402847,lib2,classA,73,other_reaction,other_reaction,0.85,ok
doc_1393,10.1002/adma.201503270,10.1002/adma.201503270,lib2,classA,143,other_reaction,other_reaction,0.9,ok
doc_1394,10.1002/adma.201505391,10.1002/adma.201505391,lib2,classA,74,non_reaction,non_reaction,0.95,ok
doc_1395,10.1002/adma.201700542,10.1002/adma.201700542,lib2,classA,136,other_reaction,other_reaction,0.95,ok
doc_1396,10.1002/adma.201800140,10.1002/adma.201800140,lib2,classA,76,other_reaction,other_reaction,0.9,ok
doc_1397,10.1002/adma.201800561,10.1002/adma.201800561,lib2,classA,166,other_reaction,other_reaction,0.93,ok
doc_1398,10.1002/adma.201806296,10.1002/adma.201806296,lib2,classA,211,other_reaction,other_reaction,0.95,ok
doc_1399,10.1002/adma.201806326,10.1002/adma.201806326,lib2,classA,122,other_reaction,other_reaction,0.94,ok
doc_1400,10.1002/adma.201807166,10.1002/adma.201807166,lib2,classA,173,CO2RR,CO2RR,0.95,ok
doc_1401,10.1002/adma.201807771,10.1002/adma.201807771,lib2,classA,61,other_reaction,other_reaction,0.94,ok
doc_1402,10.1002/adma.201907879,10.1002/adma.201907879,lib2,classA,119,other_reaction,other_reaction,0.9,ok
doc_1403,10.1002/adma.201908521,10.1002/adma.201908521,lib2,classA,64,other_reaction,other_reaction,0.94,ok
doc_1404,10.1002/adma.202001136,10.1002/adma.202001136,lib2,classA,84,other_reaction,other_reaction,0.92,ok
doc_1405,10.1002/adma.202006292,10.1002/adma.202006292,lib2,classA,241,other_reaction,other_reaction,0.92,ok
doc_1406,10.1002/adma.202007100,10.1002/adma.202007100,lib2,classA,222,other_reaction,other_reaction,0.92,ok
doc_1407,10.1002/adma.202101649,10.1002/adma.202101649,lib2,classA,99,other_reaction,other_reaction,0.95,ok
doc_1408,10.1002/aenm.201600904,10.1002/aenm.201600904,lib2,classA,87,other_reaction,other_reaction,0.88,ok
doc_1409,10.1002/aenm.201602894,10.1002/aenm.201602894,lib2,classA,101,other_reaction,other_reaction,0.87,ok
doc_1411,10.1002/aenm.201700715,10.1002/aenm.201700715,lib2,classA,112,other_reaction,other_reaction,0.92,ok
doc_1412,10.1002/aenm.201702774,10.1002/aenm.201702774,lib2,classA,185,other_reaction,other_reaction,0.9,ok
doc_1413,10.1002/aenm.201703288,10.1002/aenm.201703288,lib2,classA,87,other_reaction,other_reaction,0.95,ok
doc_1414,10.1002/aenm.201801536,10.1002/aenm.201801536,lib2,classA,55,CO2RR,CO2RR,0.95,ok
doc_1415,10.1002/aenm.201903995,10.1002/aenm.201903995,lib2,classA,101,other_reaction,other_reaction,0.9,ok
doc_1416,10.1002/aenm.202003511,10.1002/aenm.202003511,lib2,classA,68,other_reaction,other_reaction,0.92,ok
doc_1417,10.1002/aenm.202101180,10.1002/aenm.202101180,lib2,classA,354,other_reaction,other_reaction,0.9,ok
doc_1418,10.1002/ange.200802749,10.1002/ange.200802749,lib2,classA,28,unknown,unknown,0.15,ok
doc_1419,10.1002/ange.201607741,10.1002/ange.201607741,lib2,classA,82,other_reaction,other_reaction,0.9,ok
doc_1420,10.1002/ange.201708484,10.1002/ange.201708484,lib2,classA,67,unknown,unknown,0.18,ok
doc_1421,10.1002/ange.201803543,10.1002/ange.201803543,lib2,classA,58,unknown,unknown,0.9,ok
doc_1422,10.1002/ange.201807717,10.1002/ange.201807717,lib2,classA,50,unknown,unknown,0.8,ok
doc_1423,10.1002/ange.201902751,10.1002/ange.201902751,lib2,classA,70,unknown,unknown,0.85,ok
doc_1424,10.1002/ange.201909642,10.1002/ange.201909642,lib2,classA,36,unknown,unknown,0.2,ok
doc_1425,10.1002/ange.202012066,10.1002/ange.202012066,lib2,classA,73,CO2RR,CO2RR,0.9,ok
doc_1426,10.1002/ange.202015230,10.1002/ange.202015230,lib2,classA,46,other_reaction,other_reaction,0.88,ok
doc_1427,10.1002/ange.202015571,10.1002/ange.202015571,lib2,classA,46,unknown,unknown,0.9,ok
doc_1428,10.1002/ange.202016310,10.1002/ange.202016310,lib2,classA,41,unknown,unknown,0.12,ok
doc_1429,10.1002/cssc.201701802,10.1002/cssc.201701802,lib2,classA,78,other_reaction,other_reaction,0.9,ok
doc_1430,10.1002/cssc.201802488,10.1002/cssc.201802488,lib2,classA,80,other_reaction,other_reaction,0.9,ok
doc_1431,10.1002/cssc.202000339,10.1002/cssc.202000339,lib2,classA,74,other_reaction,other_reaction,0.86,ok
doc_1432,10.1016/j.apcatb.2003.10.016,10.1016/j.apcatb.2003.10.016,lib2,classA,59,other_reaction,other_reaction,0.88,ok
doc_1433,10.1016/j.apcatb.2008.09.017,10.1016/j.apcatb.2008.09.017,lib2,classA,30,other_reaction,other_reaction,0.9,ok
doc_1434,10.1016/j.apcatb.2009.03.030,10.1016/j.apcatb.2009.03.030,lib2,classA,19,other_reaction,other_reaction,0.9,ok
doc_1435,10.1016/j.apcatb.2011.01.006,10.1016/j.apcatb.2011.01.006,lib2,classA,114,other_reaction,other_reaction,0.9,ok
doc_1436,10.1016/j.apcatb.2011.12.033,10.1016/j.apcatb.2011.12.033,lib2,classA,65,other_reaction,other_reaction,0.9,ok
doc_1437,10.1016/j.apcatb.2013.01.054,10.1016/j.apcatb.2013.01.054,lib2,classA,74,other_reaction,other_reaction,0.93,ok
doc_1438,10.1016/j.apcatb.2014.10.068,10.1016/j.apcatb.2014.10.068,lib2,classA,56,other_reaction,other_reaction,0.88,ok
doc_1439,10.1016/j.apcatb.2015.03.002,10.1016/j.apcatb.2015.03.002,lib2,classA,75,other_reaction,other_reaction,0.95,ok
doc_1440,10.1016/j.apcatb.2015.05.054,10.1016/j.apcatb.2015.05.054,lib2,classA,89,non_reaction,non_reaction,0.82,ok
doc_1441,10.1016/j.apcatb.2017.08.010,10.1016/j.apcatb.2017.08.010,lib2,classA,94,other_reaction,other_reaction,0.92,ok
doc_1442,10.1016/j.apcatb.2017.08.051,10.1016/j.apcatb.2017.08.051,lib2,classA,69,unknown,unknown,0.45,ok
doc_1443,10.1016/j.apcatb.2018.12.035,10.1016/j.apcatb.2018.12.035,lib2,classA,75,other_reaction,other_reaction,0.93,ok
doc_1444,10.1016/j.apcatb.2019.03.037,10.1016/j.apcatb.2019.03.037,lib2,classA,102,other_reaction,other_reaction,0.93,ok
doc_1445,10.1016/j.apcatb.2019.117868,10.1016/j.apcatb.2019.117868,lib2,classA,61,other_reaction,other_reaction,0.9,ok
doc_1446,10.1016/j.apcatb.2019.118196,10.1016/j.apcatb.2019.118196,lib2,classA,68,other_reaction,other_reaction,0.92,ok
doc_1447,10.1016/j.apcatb.2020.118946,10.1016/j.apcatb.2020.118946,lib2,classA,51,other_reaction,other_reaction,0.93,ok
doc_1448,10.1016/j.apcatb.2020.119436,10.1016/j.apcatb.2020.119436,lib2,classA,58,other_reaction,other_reaction,0.86,ok
doc_1449,10.1016/j.apcatb.2020.119510,10.1016/j.apcatb.2020.119510,lib2,classA,65,other_reaction,other_reaction,0.9,ok
doc_1450,10.1016/j.apcatb.2020.119553,10.1016/j.apcatb.2020.119553,lib2,classA,56,other_reaction,other_reaction,0.94,ok
doc_1451,10.1016/j.apcatb.2020.119696,10.1016/j.apcatb.2020.119696,lib2,classA,95,CO2RR,CO2RR,0.85,ok
doc_1452,10.1016/j.apcatb.2021.120071,10.1016/j.apcatb.2021.120071,lib2,classA,69,other_reaction,other_reaction,0.91,ok
doc_1453,10.1016/j.apcatb.2021.120168,10.1016/j.apcatb.2021.120168,lib2,classA,66,other_reaction,other_reaction,0.98,ok
doc_1454,10.1016/j.apcatb.2021.120256,10.1016/j.apcatb.2021.120256,lib2,classA,65,other_reaction,other_reaction,0.92,ok
doc_1455,10.1016/j.chempr.2017.10.001,10.1016/j.chempr.2017.10.001,lib2,classA,97,other_reaction,other_reaction,0.93,ok
doc_1457,10.1016/j.chempr.2020.08.026,10.1016/j.chempr.2020.08.026,lib2,classA,124,both,both,0.86,ok
doc_1458,10.1016/j.joule.2017.09.014,10.1016/j.joule.2017.09.014,lib2,classA,100,unknown,unknown,0.3,ok
doc_1459,10.1016/j.joule.2018.02.006,10.1016/j.joule.2018.02.006,lib2,classA,151,other_reaction,other_reaction,0.92,ok
doc_1460,10.1016/j.joule.2019.05.010,10.1016/j.joule.2019.05.010,lib2,classA,133,unknown,unknown,0.12,ok
doc_1461,10.1016/j.joule.2019.07.009,10.1016/j.joule.2019.07.009,lib2,classA,89,CO2RR,CO2RR,0.9,ok
doc_1462,10.1016/j.joule.2019.07.021,10.1016/j.joule.2019.07.021,lib2,classA,127,CO2RR,CO2RR,0.95,ok
doc_1463,10.1016/j.joule.2020.01.005,10.1016/j.joule.2020.01.005,lib2,classA,169,non_reaction,non_reaction,0.88,ok
doc_1464,10.1016/j.joule.2020.04.004,10.1016/j.joule.2020.04.004,lib2,classA,128,other_reaction,other_reaction,0.9,ok
doc_1465,10.1016/j.joule.2020.07.009,10.1016/j.joule.2020.07.009,lib2,classA,106,CO2RR,CO2RR,0.93,ok
doc_1466,10.1016/j.joule.2023.03.005,10.1016/j.joule.2023.03.005,lib2,classA,90,other_reaction,other_reaction,0.92,ok
doc_1467,10.1016/j.joule.2025.102049,10.1016/j.joule.2025.102049,lib2,classA,100,other_reaction,other_reaction,0.9,ok
doc_1468,10.1016/j.nanoen.2014.12.001,10.1016/j.nanoen.2014.12.001,lib2,classA,49,other_reaction,other_reaction,0.93,ok
doc_1469,10.1016/j.nanoen.2016.07.013,10.1016/j.nanoen.2016.07.013,lib2,classA,77,other_reaction,other_reaction,0.9,ok
doc_1470,10.1016/j.nanoen.2017.11.015,10.1016/j.nanoen.2017.11.015,lib2,classA,53,other_reaction,other_reaction,0.9,ok
doc_1471,10.1016/j.nanoen.2019.04.035,10.1016/j.nanoen.2019.04.035,lib2,classA,65,other_reaction,other_reaction,0.95,ok
doc_1472,10.1016/j.nanoen.2019.05.010,10.1016/j.nanoen.2019.05.010,lib2,classA,49,other_reaction,other_reaction,0.91,ok
doc_1473,10.1016/j.nanoen.2020.105078,10.1016/j.nanoen.2020.105078,lib2,classA,44,other_reaction,other_reaction,0.92,ok
doc_1474,10.1021/acs.chemrev.0c00275,10.1021/acs.chemrev.0c00275,lib2,classA,18,other_reaction,other_reaction,0.9,ok
doc_1475,10.1021/acs.chemrev.7b00776,10.1021/acs.chemrev.7b00776,lib2,classA,27,non_reaction,non_reaction,0.9,ok
doc_1476,10.1021/acs.chemrev.9b00248,10.1021/acs.chemrev.9b00248,lib2,classA,346,other_reaction,other_reaction,0.95,ok
doc_1477,10.1021/acs.nanolett.0c00364,10.1021/acs.nanolett.0c00364,lib2,classA,73,unknown,unknown,0.85,ok
doc_1478,10.1021/acscatal.0c00101,10.1021/acscatal.0c00101,lib2,classA,239,other_reaction,other_reaction,0.92,ok
doc_1479,10.1021/acscatal.0c03148,10.1021/acscatal.0c03148,lib2,classA,59,unknown,unknown,0.8,ok
doc_1480,10.1021/acscatal.0c03554,10.1021/acscatal.0c03554,lib2,classA,106,other_reaction,other_reaction,0.95,ok
doc_1481,10.1021/acscatal.0c03938,10.1021/acscatal.0c03938,lib2,classA,95,other_reaction,other_reaction,0.92,ok
doc_1482,10.1021/acscatal.0c03973,10.1021/acscatal.0c03973,lib2,classA,143,other_reaction,other_reaction,0.9,ok
doc_1483,10.1021/acscatal.0c04646,10.1021/acscatal.0c04646,lib2,classA,92,other_reaction,other_reaction,0.9,ok
doc_1484,10.1021/acscatal.1c00338,10.1021/acscatal.1c00338,lib2,classA,76,CO2RR,CO2RR,0.95,ok
doc_1485,10.1021/acscatal.1c01284,10.1021/acscatal.1c01284,lib2,classA,74,other_reaction,other_reaction,0.92,ok
doc_1486,10.1021/acscatal.1c01382,10.1021/acscatal.1c01382,lib2,classA,74,other_reaction,other_reaction,0.9,ok
doc_1487,10.1021/acscatal.1c01723,10.1021/acscatal.1c01723,lib2,classA,90,other_reaction,other_reaction,0.95,ok
doc_1488,10.1021/acscatal.5b00247,10.1021/acscatal.5b00247,lib2,classA,82,other_reaction,other_reaction,0.9,ok
doc_1489,10.1021/acscatal.5b01432,10.1021/acscatal.5b01432,lib2,classA,79,other_reaction,other_reaction,0.9,ok
doc_1490,10.1021/acscatal.5b02485,10.1021/acscatal.5b02485,lib2,classA,140,other_reaction,other_reaction,0.9,ok
doc_1491,10.1021/acscatal.5b02586,10.1021/acscatal.5b02586,lib2,classA,87,other_reaction,other_reaction,0.95,ok
doc_1492,10.1021/acscatal.6b00350,10.1021/acscatal.6b00350,lib2,classA,113,other_reaction,other_reaction,0.93,ok
doc_1493,10.1021/acscatal.6b01861,10.1021/acscatal.6b01861,lib2,classA,161,other_reaction,other_reaction,0.88,ok
doc_1494,10.1021/acscatal.6b02157,10.1021/acscatal.6b02157,lib2,classA,139,other_reaction,other_reaction,0.9,ok
doc_1495,10.1021/acscatal.6b02479,10.1021/acscatal.6b02479,lib2,classA,281,other_reaction,other_reaction,0.92,ok
doc_1496,10.1021/acscatal.7b03319,10.1021/acscatal.7b03319,lib2,classA,54,unknown,unknown,0.15,ok
doc_1497,10.1021/acscatal.8b00683,10.1021/acscatal.8b00683,lib2,classA,52,unknown,unknown,0.85,ok
doc_1498,10.1021/acscatal.8b00689,10.1021/acscatal.8b00689,lib2,classA,24,unknown,unknown,0.15,ok
doc_1499,10.1021/acscatal.8b00949,10.1021/acscatal.8b00949,lib2,classA,81,other_reaction,other_reaction,0.9,ok
doc_1500,10.1021/acscatal.8b01017,10.1021/acscatal.8b01017,lib2,classA,133,other_reaction,other_reaction,0.92,ok
doc_1501,10.1021/acscatal.8b01200,10.1021/acscatal.8b01200,lib2,classA,55,both,both,0.85,ok
doc_1502,10.1021/acscatal.8b01340,10.1021/acscatal.8b01340,lib2,classA,115,CO2RR,CO2RR,0.95,ok
doc_1503,10.1021/acscatal.8b01738,10.1021/acscatal.8b01738,lib2,classA,100,CO2RR,CO2RR,0.93,ok
doc_1504,10.1021/acscatal.8b01816,10.1021/acscatal.8b01816,lib2,classA,114,other_reaction,other_reaction,0.94,ok
doc_1505,10.1021/acscatal.8b03338,10.1021/acscatal.8b03338,lib2,classA,116,other_reaction,other_reaction,0.92,ok
doc_1506,10.1021/acscatal.9b01744,10.1021/acscatal.9b01744,lib2,classA,101,other_reaction,other_reaction,0.95,ok
doc_1507,10.1021/acsenergylett.0c00637,10.1021/acsenergylett.0c00637,lib2,classA,96,CO2RR,CO2RR,0.9,ok
doc_1508,10.1021/acsenergylett.1c01122,10.1021/acsenergylett.1c01122,lib2,classA,47,CO2RR,CO2RR,0.91,ok
doc_1509,10.1021/acsenergylett.1c01639,10.1021/acsenergylett.1c01639,lib2,classA,68,unknown,unknown,0.25,ok
doc_1511,10.1021/acsenergylett.6b00214,10.1021/acsenergylett.6b00214,lib2,classA,72,other_reaction,other_reaction,0.95,ok
doc_1512,10.1021/acsenergylett.9b02359,10.1021/acsenergylett.9b02359,lib2,classA,126,unknown,unknown,0.9,ok
doc_1513,10.1021/acsenergylett.9b02739,10.1021/acsenergylett.9b02739,lib2,classA,108,other_reaction,other_reaction,0.93,ok
doc_1514,10.1021/cr00039a007,10.1021/cr00039a007,lib2,classA,226,non_reaction,non_reaction,0.9,ok
doc_1515,10.1021/cr9001319,10.1021/cr9001319,lib2,classA,259,unknown,unknown,0.15,ok
doc_1516,10.1021/ja00065a049,10.1021/ja00065a049,lib2,classA,20,other_reaction,other_reaction,0.86,ok
doc_1517,10.1021/ja00524a062,10.1021/ja00524a062,lib2,classA,13,non_reaction,non_reaction,0.88,ok
doc_1518,10.1021/ja01053a016,10.1021/ja01053a016,lib2,classA,150,non_reaction,non_reaction,0.92,ok
doc_1519,10.1021/ja01111a518,10.1021/ja01111a518,lib2,classA,65,non_reaction,non_reaction,0.86,ok
doc_1520,10.1021/ja01185a003,10.1021/ja01185a003,lib2,classA,59,other_reaction,other_reaction,0.85,ok
doc_1521,10.1021/ja01634a017,10.1021/ja01634a017,lib2,classA,74,other_reaction,other_reaction,0.9,ok
doc_1522,10.1021/ja036702g,10.1021/ja036702g,lib2,classA,62,non_reaction,non_reaction,0.9,ok
doc_1523,10.1021/ja055160v,10.1021/ja055160v,lib2,classA,103,other_reaction,other_reaction,0.93,ok
doc_1524,10.1021/ja067876b,10.1021/ja067876b,lib2,classA,124,other_reaction,other_reaction,0.92,ok
doc_1525,10.1021/ja077691k,10.1021/ja077691k,lib2,classA,77,other_reaction,other_reaction,0.9,ok
doc_1526,10.1021/ja201269b,10.1021/ja201269b,lib2,classA,42,other_reaction,other_reaction,0.93,ok
doc_1527,10.1021/ja205647m,10.1021/ja205647m,lib2,classA,74,other_reaction,other_reaction,0.92,ok
doc_1528,10.1021/ja3026906,10.1021/ja3026906,lib2,classA,65,non_reaction,non_reaction,0.88,ok
doc_1529,10.1021/ja305623m,10.1021/ja305623m,lib2,classA,6,unknown,unknown,0.15,ok
doc_1530,10.1021/ja4021638,10.1021/ja4021638,lib2,classA,61,other_reaction,other_reaction,0.9,ok
doc_1531,10.1021/ja403440e,10.1021/ja403440e,lib2,classA,37,other_reaction,other_reaction,0.95,ok
doc_1532,10.1021/ja405598a,10.1021/ja405598a,lib2,classA,60,other_reaction,other_reaction,0.93,ok
doc_1533,10.1021/ja405997s,10.1021/ja405997s,lib2,classA,89,other_reaction,other_reaction,0.9,ok
doc_1534,10.1021/ja406497s,10.1021/ja406497s,lib2,classA,39,other_reaction,other_reaction,0.9,ok
doc_1535,10.1021/ja4071893,10.1021/ja4071893,lib2,classA,40,other_reaction,other_reaction,0.93,ok
doc_1536,10.1021/ja502128j,10.1021/ja502128j,lib2,classA,58,other_reaction,other_reaction,0.9,ok
doc_1537,10.1021/ja502629j,10.1021/ja502629j,lib2,classA,111,other_reaction,other_reaction,0.93,ok
doc_1538,10.1021/ja511559d,10.1021/ja511559d,lib2,classA,83,other_reaction,other_reaction,0.92,ok
doc_1539,10.1021/ja5127165,10.1021/ja5127165,lib2,classA,76,other_reaction,other_reaction,0.9,ok
doc_1540,10.1021/ja9068408,10.1021/ja9068408,lib2,classA,93,non_reaction,non_reaction,0.92,ok
doc_1541,10.1021/ja952600h,10.1021/ja952600h,lib2,classA,61,other_reaction,other_reaction,0.93,ok
doc_1542,10.1021/jacs.0c09794,10.1021/jacs.0c09794,lib2,classA,72,other_reaction,other_reaction,0.93,ok
doc_1543,10.1021/jacs.0c10517,10.1021/jacs.0c10517,lib2,classA,94,non_reaction,non_reaction,0.9,ok
doc_1544,10.1021/jacs.0c10924,10.1021/jacs.0c10924,lib2,classA,107,other_reaction,other_reaction,0.93,ok
doc_1545,10.1021/jacs.1c00384,10.1021/jacs.1c00384,lib2,classA,87,other_reaction,other_reaction,0.9,ok
doc_1546,10.1021/jacs.2c12952,10.1021/jacs.2c12952,lib2,classA,89,CO2RR,CO2RR,0.98,ok
doc_1547,10.1021/jacs.5b06227,10.1021/jacs.5b06227,lib2,classA,40,CORR,CORR,0.92,ok
doc_1548,10.1021/jacs.5b06382,10.1021/jacs.5b06382,lib2,classA,143,other_reaction,other_reaction,0.86,ok
doc_1549,10.1021/jacs.5b08212,10.1021/jacs.5b08212,lib2,classA,60,CO2RR,CO2RR,0.9,ok
doc_1550,10.1021/jacs.5b12215,10.1021/jacs.5b12215,lib2,classA,82,CO2RR,CO2RR,0.95,ok
doc_1551,10.1021/jacs.6b07612,10.1021/jacs.6b07612,lib2,classA,102,CO2RR,CO2RR,0.95,ok
doc_1552,10.1021/jacs.6b08667,10.1021/jacs.6b08667,lib2,classA,45,unknown,unknown,0.9,ok
doc_1554,10.1021/jacs.7b00765,10.1021/jacs.7b00765,lib2,classA,83,other_reaction,other_reaction,0.97,ok
doc_1555,10.1021/jacs.7b05362,10.1021/jacs.7b05362,lib2,classA,108,other_reaction,other_reaction,0.86,ok
doc_1556,10.1021/jacs.7b06331,10.1021/jacs.7b06331,lib2,classA,77,other_reaction,other_reaction,0.9,ok
doc_1557,10.1021/jacs.7b06765,10.1021/jacs.7b06765,lib2,classA,69,CO2RR,CO2RR,0.93,ok
doc_1558,10.1021/jacs.7b12420,10.1021/jacs.7b12420,lib2,classA,75,other_reaction,other_reaction,0.9,ok
doc_1559,10.1021/jacs.7b13387,10.1021/jacs.7b13387,lib2,classA,55,unknown,unknown,0.3,ok
doc_1560,10.1021/jacs.8b04058,10.1021/jacs.8b04058,lib2,classA,111,CO2RR,CO2RR,0.95,ok
doc_1561,10.1021/jacs.8b04546,10.1021/jacs.8b04546,lib2,classA,114,other_reaction,other_reaction,0.86,ok
doc_1562,10.1021/jacs.8b08356,10.1021/jacs.8b08356,lib2,classA,70,other_reaction,other_reaction,0.9,ok
doc_1563,10.1021/jacs.8b13228,10.1021/jacs.8b13228,lib2,classA,123,other_reaction,other_reaction,0.9,ok
doc_1564,10.1021/jacs.9b03215,10.1021/jacs.9b03215,lib2,classA,92,CO2RR,CO2RR,0.92,ok
doc_1565,10.1021/jacs.9b10061,10.1021/jacs.9b10061,lib2,classA,89,CO2RR,CO2RR,0.92,ok
doc_1566,10.1021/nl403661s,10.1021/nl403661s,lib2,classA,43,other_reaction,other_reaction,0.92,ok
doc_1567,10.1038/141811d0,10.1038/141811d0,lib2,classA,55,non_reaction,non_reaction,0.91,ok
doc_1568,10.1038/167725a0,10.1038/167725a0,lib2,classA,55,non_reaction,non_reaction,0.9,ok
doc_1569,10.1038/201074a0,10.1038/201074a0,lib2,classA,55,non_reaction,non_reaction,0.92,ok
doc_1570,10.1038/224921a0,10.1038/224921a0,lib2,classA,55,non_reaction,non_reaction,0.98,ok
doc_1571,10.1038/23220,10.1038/23220,lib2,classA,38,non_reaction,non_reaction,0.9,ok
doc_1572,10.1038/279301a0,10.1038/279301a0,lib2,classA,55,non_reaction,non_reaction,0.92,ok
doc_1573,10.1038/285559a0,10.1038/285559a0,lib2,classA,55,non_reaction,non_reaction,0.91,ok
doc_1574,10.1038/35005040,10.1038/35005040,lib2,classA,55,non_reaction,non_reaction,0.92,ok
doc_1575,10.1038/35086546,10.1038/35086546,lib2,classA,55,non_reaction,non_reaction,0.97,ok
doc_1576,10.1038/352225a0,10.1038/352225a0,lib2,classA,55,non_reaction,non_reaction,0.95,ok
doc_1577,10.1038/41343,10.1038/41343,lib2,classA,65,non_reaction,non_reaction,0.92,ok
doc_1578,10.1038/nature02863,10.1038/nature02863,lib2,classA,51,other_reaction,other_reaction,0.9,ok
doc_1579,10.1038/nature04438,10.1038/nature04438,lib2,classA,25,other_reaction,other_reaction,0.88,ok
doc_1580,10.1038/nature04617,10.1038/nature04617,lib2,classA,38,other_reaction,other_reaction,0.86,ok
doc_1581,10.1038/nature09375,10.1038/nature09375,lib2,classA,41,other_reaction,other_reaction,0.9,ok
doc_1582,10.1038/nature09913,10.1038/nature09913,lib2,classA,75,other_reaction,other_reaction,0.92,ok
doc_1583,10.1038/nature10505,10.1038/nature10505,lib2,classA,47,other_reaction,other_reaction,0.86,ok
doc_1584,10.1038/nature10655,10.1038/nature10655,lib2,classA,45,non_reaction,non_reaction,0.9,ok
doc_1585,10.1038/nature13249,10.1038/nature13249,lib2,classA,90,CORR,CORR,0.86,ok
doc_1586,10.1038/nature13274,10.1038/nature13274,lib2,classA,108,non_reaction,non_reaction,0.86,ok
doc_1587,10.1038/nature16484,10.1038/nature16484,lib2,classA,59,other_reaction,other_reaction,0.95,ok
doc_1588,10.1038/nature19060,10.1038/nature19060,lib2,classA,89,CO2RR,CO2RR,0.93,ok
doc_1589,10.1038/nature19090,10.1038/nature19090,lib2,classA,60,other_reaction,other_reaction,0.93,ok
doc_1590,10.1038/nature19763,10.1038/nature19763,lib2,classA,34,other_reaction,other_reaction,0.86,ok
doc_1591,10.1038/nature20782,10.1038/nature20782,lib2,classA,90,other_reaction,other_reaction,0.92,ok
doc_1592,10.1038/ncomms10141,10.1038/ncomms10141,lib2,classA,55,other_reaction,other_reaction,0.95,ok
doc_1593,10.1038/ncomms10404,10.1038/ncomms10404,lib2,classA,33,other_reaction,other_reaction,0.9,ok
doc_1594,10.1038/ncomms10667,10.1038/ncomms10667,lib2,classA,39,other_reaction,other_reaction,0.95,ok
doc_1595,10.1038/ncomms10672,10.1038/ncomms10672,lib2,classA,53,other_reaction,other_reaction,0.93,ok
doc_1596,10.1038/ncomms10942,10.1038/ncomms10942,lib2,classA,55,other_reaction,other_reaction,0.91,ok
doc_1597,10.1038/ncomms10990,10.1038/ncomms10990,lib2,classA,40,other_reaction,other_reaction,0.92,ok
doc_1598,10.1038/ncomms10992,10.1038/ncomms10992,lib2,classA,45,other_reaction,other_reaction,0.9,ok
doc_1599,10.1038/ncomms11053,10.1038/ncomms11053,lib2,classA,71,other_reaction,other_reaction,0.99,ok
doc_1600,10.1038/ncomms11204,10.1038/ncomms11204,lib2,classA,48,other_reaction,other_reaction,0.9,ok
doc_1601,10.1038/ncomms11470,10.1038/ncomms11470,lib2,classA,65,other_reaction,other_reaction,0.9,ok
doc_1602,10.1038/ncomms11741,10.1038/ncomms11741,lib2,classA,46,other_reaction,other_reaction,0.9,ok
doc_1603,10.1038/ncomms11801,10.1038/ncomms11801,lib2,classA,47,other_reaction,other_reaction,0.92,ok
doc_1604,10.1038/ncomms11981,10.1038/ncomms11981,lib2,classA,67,other_reaction,other_reaction,0.95,ok
doc_1605,10.1038/ncomms12440,10.1038/ncomms12440,lib2,classA,46,other_reaction,other_reaction,0.9,ok
doc_1606,10.1038/ncomms12653,10.1038/ncomms12653,lib2,classA,49,other_reaction,other_reaction,0.88,ok
doc_1607,10.1038/ncomms13216,10.1038/ncomms13216,lib2,classA,49,other_reaction,other_reaction,0.94,ok
