src,dst,relation,source_doc_id,source_chunk_id,experiment_ref,paper_doc_id,reaction_system,paper_reaction_system
Cathode:Pt_C60_composite_catalyst,Performance:Intrinsic_activity_of_Pt_C60_catalyst,improves,doc_1511,doc_1511_chunk_136193,,doc_1511,other_reaction,other_reaction
Cathode:Pt_C60_composite_catalyst,Performance:Pt_C60_catalyst_overpotentials,improves,doc_1511,doc_1511_chunk_136190,,doc_1511,other_reaction,other_reaction
Cathode:Pt_C_catalyst,Performance:up_to_57_exchange_current_density_improvement,improves,doc_1636,doc_1636_chunk_149261,,doc_1636,other_reaction,other_reaction
Cathode:Pt_C_catalyst_with_ISG_coating,Performance:FE,improves,doc_2498,doc_2498_chunk_232195,,doc_2498,transferable,both
Cathode:Pt_C_catalyst_with_ISG_coating,Performance:Increased_OH_conductivity_at_cathode_and_H_conductivity_at_anode_with_ISG,improves,doc_2498,doc_2498_chunk_232184,,doc_2498,transferable,both
Cathode:Pt_C_catalyst_with_ISG_coating,Performance:Stable_operation_for_1500_h_at_200_mA_cm_2_with_5_2_mV_kh_1_degradation,improves,doc_2498,doc_2498_chunk_232172,,doc_2498,transferable,both
Cathode:Pt_C_catalyst_with_ISG_coating,Performance:cell_voltage,improves,doc_2498,doc_2498_chunk_232203,,doc_2498,transferable,both
Cathode:Pt_C_catalyst_with_polymeric_binder,Performance:Highest_electrochemical_surface_area_182_cm_2_mg_Pt_1_with_PIM_Tz_binder,improves,doc_1486,doc_1486_chunk_133620,,doc_1486,other_reaction,other_reaction
Cathode:Pt_C_catalyst_with_polymeric_binder,Performance:Pt_mass_specific_power_density_2_4_W_mg_Pt_1_at_0_35_mg_Pt_cm_2_Pt_loading,improves,doc_1486,doc_1486_chunk_133628,,doc_1486,other_reaction,other_reaction
Cathode:Pt_C_catalyst_with_polymeric_binder,Performance:Pt_mass_specific_power_density_3_8_W_mg_Pt_1_at_0_15_mg_Pt_cm_2_Pt_loading,improves,doc_1486,doc_1486_chunk_133589,,doc_1486,other_reaction,other_reaction
Cathode:Pt_Co_metal_atom_pairs_on_defective_nitrogen_doped_graphene,Performance:ORR_mass_activity_267_times_higher_than_commercial_Pt_C,improves,doc_0012,doc_0012_chunk_001190,,doc_0012,CO2RR,CO2RR
Cathode:Pt_Co_metal_atom_pairs_on_defective_nitrogen_doped_graphene,Performance:ORR_mass_activity_267_times_higher_than_commercial_Pt_C,improves,doc_0012,doc_0012_chunk_001193,,doc_0012,CO2RR,CO2RR
Cathode:Pt_Cu_NWs,Performance:Mass_activity_of_Pt_Cu_NWs_higher_than_Pt_NTs_Cu_Pt_C_bulk_Pt,improves,doc_1723,doc_1723_chunk_157237,,doc_1723,other_reaction,other_reaction
Cathode:Pt_Cu_NWs,Performance:Specific_activity_of_Pt_Cu_NWs_higher_than_Pt_NTs_Cu_Pt_C_bulk_Pt,improves,doc_1723,doc_1723_chunk_157237,,doc_1723,other_reaction,other_reaction
Cathode:Pt_Cu_alloy_shells_on_TiO2_nanotube_arrays,Performance:C2_hydrocarbons_selectivity_with_Pt_Cu_alloy_on_TiO2_nanotubes,improves,doc_0067,doc_0067_chunk_008138,,doc_0067,CORR,CORR
Cathode:Pt_Cu_nanowires_electrocatalyst,Performance:Mass_activity,improves,doc_1723,doc_1723_chunk_157237,,doc_1723,other_reaction,other_reaction
Cathode:Pt_Cu_nanowires_electrocatalyst,Performance:Specific_activity,improves,doc_1723,doc_1723_chunk_157237,,doc_1723,other_reaction,other_reaction
Cathode:Pt_HSC,Performance:FE,improves,doc_0011,doc_0011_chunk_001036,,doc_0011,other_reaction,other_reaction
Cathode:Pt_Hg_Pd_Hg_Ag_Hg_alloys_for_hydrogen_peroxide_synthesis,Performance:Pt_Hg_Pd_Hg_Ag_Hg_alloys_high_mass_activity_and_95_selectivity_for_H2O2,improves,doc_0947,doc_0947_chunk_091058,,doc_0947,CO2RR,CO2RR
Cathode:Pt_Hg_alloy_catalyst,Performance:Pt_Hg_Pd_Hg_Ag_Hg_alloys_show_high_mass_activity_and_selectivity_for_peroxide,improves,doc_2149,doc_2149_chunk_198949,,doc_2149,other_reaction,other_reaction
Cathode:Pt_Hg_alloy_catalyst,Performance:Pt_Hg_Pd_Hg_Ag_Hg_alloys_show_high_selectivity_for_H2O2_synthesis,improves,doc_1715,doc_1715_chunk_156499,,doc_1715,unknown,non_reaction
Cathode:Pt_Hg_nanoparticles,Performance:high_selectivity_for_H2O2_production,improves,doc_1221,doc_1221_chunk_111739,,doc_1221,CO2RR,CO2RR
Cathode:Pt_Hg_nanoparticles,Performance:high_stability_in_H2O2_production,improves,doc_1221,doc_1221_chunk_111746,,doc_1221,CO2RR,CO2RR
Cathode:Pt_In_catalyst,Performance:FE,improves,doc_2226,doc_2226_chunk_205296,,doc_2226,other_reaction,other_reaction
Cathode:Pt_IrO2_C_nanocomposite,Performance:Decreased_ORR_activity_of_Pt_IrO2_C,improves,doc_1762,doc_1762_chunk_161088,,doc_1762,other_reaction,other_reaction
Cathode:Pt_IrO2_C_nanocomposite,Performance:Improved_stability_of_Pt_IrO2_C_nanocomposite_under_oxidizing_ADT,improves,doc_1762,doc_1762_chunk_161088,,doc_1762,other_reaction,other_reaction
Cathode:Pt_N_C_Aero_catalyst,Performance:Durability_improvement,improves,doc_0687,doc_0687_chunk_065364,,doc_0687,CO2RR,CO2RR
Cathode:Pt_N_C_Aero_catalyst,Performance:ORR_mass_activity,improves,doc_0687,doc_0687_chunk_065330,,doc_0687,CO2RR,CO2RR
Cathode:Pt_Ni_alloy_nanoparticles_with_high_index_facets,Performance:Unprecedented_MOR_and_ORR_performance,improves,doc_0036,doc_0036_chunk_003015,,doc_0036,other_reaction,other_reaction
Cathode:Pt_RuO2_catalyst,Performance:215_mV_overpotential_at_10_mA_cm_2_Tafel_slope_63_89_mV_dec_1,improves,doc_2460,doc_2460_chunk_227868,,doc_2460,other_reaction,other_reaction
Cathode:Pt_RuO2_catalyst,Performance:3_A_cm_2_at_1_791_V_stable_500_h_at_500_mA_cm_2,improves,doc_2460,doc_2460_chunk_227845,,doc_2460,other_reaction,other_reaction
Cathode:Pt_RuO2_catalyst,Performance:40_mV_overpotential_increase_over_1500_h_at_10_mA_cm_2,improves,doc_2460,doc_2460_chunk_227870,,doc_2460,other_reaction,other_reaction
Cathode:Pt_RuO2_catalyst,Performance:higher_electrochemical_surface_area_than_undoped_RuO2,improves,doc_2460,doc_2460_chunk_227868,,doc_2460,other_reaction,other_reaction
Cathode:Pt_Ru_RuO2_catalyst_with_Pt_single_atoms_on_Ru_RuO2_support,Performance:Charge_transfer_resistance_0_42_lower_than_Pt_C_Ru_C_Ru_RuO2_RuO2,improves,doc_1564,doc_1564_chunk_141681,,doc_1564,CO2RR,CO2RR
Cathode:Pt_Ru_RuO2_catalyst_with_Pt_single_atoms_on_Ru_RuO2_support,Performance:Excellent_stability_over_100_h_with_negligible_activity_loss_at_10_mA_cm_2,improves,doc_1564,doc_1564_chunk_141682,,doc_1564,CO2RR,CO2RR
Cathode:Pt_Ru_RuO2_catalyst_with_Pt_single_atoms_on_Ru_RuO2_support,Performance:FE,improves,doc_1564,doc_1564_chunk_141687,,doc_1564,CO2RR,CO2RR
Cathode:Pt_Ru_RuO2_catalyst_with_Pt_single_atoms_on_Ru_RuO2_support,Performance:In_AEMWE_requires_1_90_V_to_reach_1_A_cm_2_outperforming_Pt_C,improves,doc_1564,doc_1564_chunk_141706,,doc_1564,CO2RR,CO2RR
Cathode:Pt_Ru_RuO2_catalyst_with_Pt_single_atoms_on_Ru_RuO2_support,Performance:Low_overpotentials_of_18_mV_at_10_mA_cm_2_and_63_mV_at_250_mA_cm_2,improves,doc_1564,doc_1564_chunk_141677,,doc_1564,CO2RR,CO2RR
Cathode:Pt_Ru_RuO2_catalyst_with_Pt_single_atoms_on_Ru_RuO2_support,Performance:Mass_activity_2227_3_A_g_1_Pt_Ru_14_17_times_higher_than_Pt_C_and_Ru_C,improves,doc_1564,doc_1564_chunk_141679,,doc_1564,CO2RR,CO2RR
Cathode:Pt_Ru_RuO2_catalyst_with_Pt_single_atoms_on_Ru_RuO2_support,Performance:Price_activity_247_1_A_dollar_1_at_2_1_V_almost_3_times_higher_than_Pt_C,improves,doc_1564,doc_1564_chunk_141706,,doc_1564,CO2RR,CO2RR
Cathode:Pt_Ru_RuO2_catalyst_with_Pt_single_atoms_on_Ru_RuO2_support,Performance:Tafel_slope_of_18_5_mV_dec_1_indicating_efficient_HER_kinetics,improves,doc_1564,doc_1564_chunk_141678,,doc_1564,CO2RR,CO2RR
Cathode:Pt_Ru_dual_atomic_site_catalyst_anchored_in_N_vacancy_of_g_C3N4,Performance:FE,improves,doc_0012,doc_0012_chunk_001206,,doc_0012,CO2RR,CO2RR
Cathode:Pt_Ru_dual_atomic_site_catalyst_on_nitrogen_doped_carbon_nanotubes,Performance:Mass_activity_23_1_A_mg_1_at_0_05_V_vs_RHE_for_HER,improves,doc_0012,doc_0012_chunk_001203,,doc_0012,CO2RR,CO2RR
Cathode:Pt_SA_Ni_6_6Fe_0_4P_3_catalyst_on_porous_Ni_electrode,Performance:High_intrinsic_HER_activity_of_Pt_SA_Ni_6_6Fe_0_4P_3_catalyst,improves,doc_2365,doc_2365_chunk_217793,,doc_2365,other_reaction,other_reaction
Cathode:Pt_SA_Ni_6_6Fe_0_4P_3_catalyst_on_porous_Ni_electrode,Performance:Pt_SA_Ni_6_6Fe_0_4P_3_catalyst_high_intrinsic_HER_activity,improves,doc_1531,doc_1531_chunk_138235,,doc_1531,other_reaction,other_reaction
Cathode:Pt_SAs_ZIF_NC,Performance:FE,improves,doc_0011,doc_0011_chunk_001033,,doc_0011,other_reaction,other_reaction
Cathode:Pt_SSC_cathode,Performance:Ammonia_partial_current_density_8_8_1_4_mA_cm_2,improves,doc_1678,doc_1678_chunk_152867,,doc_1678,other_reaction,other_reaction
Cathode:Pt_Ti_carbon_paper_cathode,Performance:2_fold_reduced_charge_transfer_resistance,improves,doc_2016,doc_2016_chunk_184665,,doc_2016,other_reaction,other_reaction
Cathode:Pt_Ti_carbon_paper_cathode,Performance:Improved_durability_over_250_hours_at_500_mA_cm,improves,doc_2016,doc_2016_chunk_184665,,doc_2016,other_reaction,other_reaction
Cathode:Pt_Ti_carbon_paper_cathode,Performance:cell_voltage,improves,doc_2016,doc_2016_chunk_184665,,doc_2016,other_reaction,other_reaction
Cathode:Pt_Ti_metal_pattern_arrays_on_carbon_paper,Performance:16_fold_current_density_improvement_at_100_mV_vs_RHE,improves,doc_2016,doc_2016_chunk_184660,,doc_2016,other_reaction,other_reaction
Cathode:Pt_Ti_metal_pattern_arrays_on_carbon_paper,Performance:50_fold_current_density_improvement_at_0_03_Pt_area,improves,doc_2016,doc_2016_chunk_184660,,doc_2016,other_reaction,other_reaction
Cathode:Pt_atomic_clusters_Pt_ACs_on_Co_N_co_doped_carbon_CoNC,Performance:Pt_ACs_CoNC_Tafel_slope_27_7_mV_dec_1,improves,doc_1465,doc_1465_chunk_131713,,doc_1465,CO2RR,CO2RR
Cathode:Pt_atomic_clusters_Pt_ACs_on_Co_N_co_doped_carbon_CoNC,Performance:Pt_ACs_CoNC_mass_activity_28_6_A_mg_1_at_50_mV,improves,doc_1465,doc_1465_chunk_131713,,doc_1465,CO2RR,CO2RR
Cathode:Pt_atomic_clusters_Pt_ACs_on_Co_N_co_doped_carbon_CoNC,Performance:Pt_ACs_CoNC_overpotential_24_mV_at_10_mA_cm_2,improves,doc_1465,doc_1465_chunk_131713,,doc_1465,CO2RR,CO2RR
Cathode:Pt_atomic_clusters_Pt_ACs_on_Co_N_co_doped_carbon_CoNC,Performance:Pt_ACs_CoNC_stability_over_100_h_at_10_mA_cm_2,improves,doc_1465,doc_1465_chunk_131717,,doc_1465,CO2RR,CO2RR
Cathode:Pt_atomic_clusters_Pt_ACs_on_Co_N_co_doped_carbon_CoNC,Performance:Pt_ACs_CoNC_stability_over_5000_LSV_cycles,improves,doc_1465,doc_1465_chunk_131717,,doc_1465,CO2RR,CO2RR
Cathode:Pt_atomic_clusters_Pt_ACs_on_Co_N_co_doped_carbon_CoNC,Performance:Pt_ACs_CoNC_stability_over_50_h_at_40_mA_cm_2,improves,doc_1465,doc_1465_chunk_131717,,doc_1465,CO2RR,CO2RR
Cathode:Pt_based_catalysts,Performance:Pt_best_HER_catalyst_with_negligible_overpotentials_in_acid,improves,doc_1715,doc_1715_chunk_156455,,doc_1715,unknown,non_reaction
Cathode:Pt_based_catalysts_with_shape_controlled_facets,Performance:Pt3Ni_nanoframes_improve_ORR_activity_22_36x_vs_Pt_C,improves,doc_0947,doc_0947_chunk_091040,,doc_0947,CO2RR,CO2RR
Cathode:Pt_catalyst,Performance:Pt_catalyst_has_near_thermoneutral_hydrogen_adsorption_and_negligible_overpotentials,improves,doc_2149,doc_2149_chunk_198905,,doc_2149,other_reaction,other_reaction
Cathode:Pt_catalyst_thin_film_15_90_nm_on_TT_LGDL,Performance:Pt_mass_activity_up_to_16_175_A_mg_with_15_nm_Pt,improves,doc_2164,doc_2164_chunk_200283,,doc_2164,CO2RR,CO2RR
Cathode:Pt_catalyst_thin_film_15_90_nm_on_TT_LGDL,Performance:Similar_PEMEC_performance_at_2_0_A_cm2_with_0_086_mg_cm2_Pt,improves,doc_2164,doc_2164_chunk_200275,,doc_2164,CO2RR,CO2RR
Cathode:Pt_cathode,Performance:peak_power_density_1_0_W_cm2_at_2_5_A_cm2_and_60_C_100_RH,improves,doc_0350,doc_0350_chunk_032269,,doc_0350,other_reaction,other_reaction
Cathode:Pt_cathode,Performance:power_density_0_67_W_cm2_at_50_RH,improves,doc_0350,doc_0350_chunk_032273,,doc_0350,other_reaction,other_reaction
Cathode:Pt_cathode_with_low_loading,Performance:BPM_electrolysis_outperforms_alkaline_exchange_membrane_electrolysers,improves,doc_2082,doc_2082_chunk_191658,,doc_2082,CO2RR,CO2RR
Cathode:Pt_coated_Ti_mesh_electrode_for_HER,Performance:cell_voltage,improves,doc_1803,doc_1803_chunk_164847,,doc_1803,other_reaction,other_reaction
Cathode:Pt_doped_Cu_nanoparticles,Performance:FE,improves,doc_1342,doc_1342_chunk_121264,,doc_1342,CO2RR,CO2RR
Cathode:Pt_doped_NiO_bulk,Performance:FE,improves,doc_0011,doc_0011_chunk_001009,,doc_0011,other_reaction,other_reaction
Cathode:Pt_loaded_hollow_carbon_nitride_nanospheres_HCNS,Performance:25_times_higher_H2_evolution_than_bulk_Pt_g_C3N4,improves,doc_1156,doc_1156_chunk_107327,,doc_1156,CO2RR,CO2RR
Cathode:Pt_loaded_hollow_carbon_nitride_nanospheres_HCNS,Performance:7_5_apparent_quantum_yield_AQY,improves,doc_1156,doc_1156_chunk_107303,,doc_1156,CO2RR,CO2RR
Cathode:Pt_loaded_hollow_carbon_nitride_nanospheres_HCNS,Performance:Hydrogen_evolution_rate_224_mol_h_for_Pt_HCNS_1,improves,doc_1156,doc_1156_chunk_107327,,doc_1156,CO2RR,CO2RR
Cathode:Pt_loaded_hollow_carbon_nitride_nanospheres_HCNS,Performance:Maintains_photocatalytic_activity_after_seven_cycles,improves,doc_1156,doc_1156_chunk_107328,,doc_1156,CO2RR,CO2RR
Cathode:Pt_mesh_cathode,Performance:100_Faraday_efficiency_for_hydrogen_production,improves,doc_1532,doc_1532_chunk_138335,,doc_1532,other_reaction,other_reaction
Cathode:Pt_nanocrystals_on_MIL_101,Performance:CO_selectivity_Ptn_MIL,improves,doc_1293,doc_1293_chunk_117078,,doc_1293,other_reaction,other_reaction
Cathode:Pt_nanocrystals_on_MIL_101,Performance:activation_energy_Ptn_MIL,improves,doc_1293,doc_1293_chunk_117081,,doc_1293,other_reaction,other_reaction
Cathode:Pt_nanocrystals_on_MIL_101,Performance:methanol_selectivity_Ptn_MIL,improves,doc_1293,doc_1293_chunk_117078,,doc_1293,other_reaction,other_reaction
Cathode:Pt_nanocrystals_on_MIL_101,Performance:turnover_frequency_Ptn_MIL,improves,doc_1293,doc_1293_chunk_117078,,doc_1293,other_reaction,other_reaction
Cathode:Pt_nanoislands_on_Pt_111,Performance:HER_activity_5x_on_Pt_nanoislands_Pt_111,improves,doc_0036,doc_0036_chunk_002943,,doc_0036,other_reaction,other_reaction
Cathode:Pt_nanoislands_on_Pt_111_surface,Performance:Higher_HER_activity_in_alkaline_solution,improves,doc_0036,doc_0036_chunk_002901,,doc_0036,other_reaction,other_reaction
Cathode:Pt_nanoparticles,Performance:Optimal_Pt_loading_at_1_0_wt_for_CH4_and_H2_formation_rates,improves,doc_0173,doc_0173_chunk_018424,,doc_0173,unknown,unknown
Cathode:Pt_nanoparticles,Performance:Pt_most_effective_cocatalyst_for_electron_extraction,improves,doc_0173,doc_0173_chunk_018411,,doc_0173,unknown,unknown
Cathode:Pt_nanoparticles,Performance:Smaller_Pt_nanoparticles_enhance_CH4_formation_and_electron_hole_separation,improves,doc_0173,doc_0173_chunk_018418,,doc_0173,unknown,unknown
Cathode:Pt_nanoparticles_5_nm_on_oxygen_vacancy_enriched_MgO_nanosheets,Performance:FE,improves,doc_1459,doc_1459_chunk_131204,,doc_1459,other_reaction,other_reaction
Cathode:Pt_nanoparticles_5_nm_on_oxygen_vacancy_enriched_MgO_nanosheets,Performance:Tafel_slope_39_mV_dec_indicating_faster_HER_kinetics,improves,doc_1459,doc_1459_chunk_131204,,doc_1459,other_reaction,other_reaction
Cathode:Pt_nanoparticles_5_nm_on_oxygen_vacancy_enriched_MgO_nanosheets,Performance:mass_activity_2_5_fold_higher_than_Pt_C_in_acidic_medium,improves,doc_1459,doc_1459_chunk_131204,,doc_1459,other_reaction,other_reaction
Cathode:Pt_nanoparticles_5_nm_on_oxygen_vacancy_enriched_MgO_nanosheets,Performance:mass_activity_tenfold_higher_than_Pt_C_in_alkaline_medium,improves,doc_1459,doc_1459_chunk_131204,,doc_1459,other_reaction,other_reaction
Cathode:Pt_nanoparticles_5_nm_on_oxygen_vacancy_enriched_MgO_nanosheets,Performance:overpotential_39_mV_at_10_mA_cm_2_in_1_0_M_KOH,improves,doc_1459,doc_1459_chunk_131204,,doc_1459,other_reaction,other_reaction
Cathode:Pt_nanoparticles_5_nm_on_oxygen_vacancy_enriched_MgO_nanosheets,Performance:stable_after_10_000_cycles_and_20_h_operation,improves,doc_1459,doc_1459_chunk_131204,,doc_1459,other_reaction,other_reaction
Cathode:Pt_nanowires_on_single_layer_Ni_OH_nanosheets,Performance:High_HER_activity,improves,doc_1188,doc_1188_chunk_109387,,doc_1188,other_reaction,other_reaction
Cathode:Pt_net_electrode,Performance:reaction_yield_up_to_95_with_50_mol_NH4Br,improves,doc_1725,doc_1725_chunk_157374,,doc_1725,other_reaction,other_reaction
Cathode:Pt_single_atoms_and_clusters_on_nitrogen_doped_graphene_nanosheets,Performance:4_current_density_loss_after_1000_cycles_for_ALD50Pt_NGNs,improves,doc_1135,doc_1135_chunk_105795,,doc_1135,unknown,unknown
Cathode:Pt_single_atoms_and_clusters_on_nitrogen_doped_graphene_nanosheets,Performance:HER_mass_activity_10_1_A_mg_1_at_0_05_V_overpotential,improves,doc_1135,doc_1135_chunk_105794,,doc_1135,unknown,unknown
Cathode:Pt_single_atoms_and_clusters_on_nitrogen_doped_graphene_nanosheets,Performance:Tafel_slope_29_mV_dec_1_for_ALD50Pt_NGNs,improves,doc_1135,doc_1135_chunk_105793,,doc_1135,unknown,unknown
Cathode:Pt_single_atoms_at_NiO_Ni_interfaces,Performance:Mass_activity_20_6_A_mg_Pt_at_100_mV_overpotential,improves,doc_0429,doc_0429_chunk_038810,,doc_0429,other_reaction,other_reaction
Cathode:Pt_single_atoms_at_NiO_Ni_interfaces,Performance:Overpotential_26_mV_at_10_mA_cm2_in_alkaline_HER,improves,doc_0429,doc_0429_chunk_038810,,doc_0429,other_reaction,other_reaction
Cathode:Pt_single_atoms_in_MIL_101,Performance:activation_energy_Pt1_MIL,improves,doc_1293,doc_1293_chunk_117081,,doc_1293,other_reaction,other_reaction
Cathode:Pt_single_atoms_in_MIL_101,Performance:methanol_selectivity_Pt1_MIL,improves,doc_1293,doc_1293_chunk_117078,,doc_1293,other_reaction,other_reaction
Cathode:Pt_single_atoms_in_MIL_101,Performance:stability_Pt1_MIL,improves,doc_1293,doc_1293_chunk_117082,,doc_1293,other_reaction,other_reaction
Cathode:Pt_single_atoms_in_MIL_101,Performance:turnover_frequency_Pt1_MIL,improves,doc_1293,doc_1293_chunk_117078,,doc_1293,other_reaction,other_reaction
Cathode:Pt_single_atoms_on_graphene,Performance:FE,improves,doc_0011,doc_0011_chunk_000903,,doc_0011,other_reaction,other_reaction
Cathode:Pt_single_atoms_on_m_WO3_x,Performance:FE,improves,doc_0011,doc_0011_chunk_000905,,doc_0011,other_reaction,other_reaction
Cathode:QD_derived_catalysts_QDDCs,Performance:Accelerated_charge_transfer_processes,improves,doc_0049,doc_0049_chunk_004787,,doc_0049,CO2RR,CO2RR
Cathode:QD_derived_catalysts_QDDCs,Performance:Decreased_activation_energy_for_CO2RR,improves,doc_0049,doc_0049_chunk_004788,,doc_0049,CO2RR,CO2RR
Cathode:QD_derived_catalysts_QDDCs,Performance:High_current_densities_with_high_faradic_efficiencies,improves,doc_0049,doc_0049_chunk_004745,,doc_0049,CO2RR,CO2RR
Cathode:QD_derived_catalysts_QDDCs,Performance:Higher_intrinsic_catalytic_activity_than_metal_nanoparticles,improves,doc_0049,doc_0049_chunk_004782,,doc_0049,CO2RR,CO2RR
Cathode:QD_derived_catalysts_QDDCs,Performance:Lower_Tafel_slopes_indicating_faster_kinetics,improves,doc_0049,doc_0049_chunk_004783,,doc_0049,CO2RR,CO2RR
Cathode:QD_derived_catalysts_QDDCs_with_metallic_nanocrystals_and_vacancies,Performance:high_current_densities_and_faradic_efficiencies_with_excellent_stability,improves,doc_2177,doc_2177_chunk_201314,,doc_2177,unknown,unknown
Cathode:Raney_Ni_mesh_cathode,Performance:Electrolyzer_performance_at_70_C,improves,doc_2024,doc_2024_chunk_185495,,doc_2024,CO2RR,CO2RR
Cathode:Re0_06Ru0_94O2_catalyst,Performance:Overpotential_190_mV_at_10_mA_cm2,improves,doc_1494,doc_1494_chunk_134396,,doc_1494,other_reaction,other_reaction
Cathode:Re0_06Ru0_94O2_catalyst,Performance:Stable_potential_for_200_h_at_10_mA_cm2,improves,doc_1494,doc_1494_chunk_134400,,doc_1494,other_reaction,other_reaction
Cathode:Re_complex_COFs_hybrid_catalyst,Performance:Higher_CO_yield_and_AQY_under_440_nm_excitation,improves,doc_0453,doc_0453_chunk_040760,,doc_0453,CO2RR,CO2RR
Cathode:Re_complex_in_MOF_4,Performance:CO2_reduction_TON_10_9_over_20_h_for_MOF_4,improves,doc_0183,doc_0183_chunk_019180,,doc_0183,CORR,CORR
Cathode:Re_doped_rutile_RuO2_catalyst,Performance:Mass_activity_500_A_g_at_272_mV_overpotential,improves,doc_1928,doc_1928_chunk_175252,,doc_1928,CO2RR,CO2RR
Cathode:Re_doped_rutile_RuO2_catalyst,Performance:Overpotential_190_mV_at_10_mA_cm2_with_Tafel_slope_45_5_mV_dec,improves,doc_1928,doc_1928_chunk_175251,,doc_1928,CO2RR,CO2RR
Cathode:Re_doped_rutile_RuO2_catalyst,Performance:Stable_potential_for_200_h_at_10_mA_cm2_with_low_Ru_dissolution,improves,doc_1928,doc_1928_chunk_175255,,doc_1928,CO2RR,CO2RR
Cathode:Reconstructed_Cu_catalyst,Performance:77_C2_selectivity_at_450_mA_cm2_in_flow_cell_with_1_m_KHCO3,improves,doc_0004,doc_0004_chunk_000499,,doc_0004,other_reaction,other_reaction
Cathode:Reconstructed_Cu_catalyst,Performance:FE,improves,doc_0004,doc_0004_chunk_000437,,doc_0004,other_reaction,other_reaction
Cathode:Reconstructed_Cu_catalyst,Performance:Power_conversion_efficiency_improved_by_5_10_vs_evaporated_Cu,improves,doc_0004,doc_0004_chunk_000499,,doc_0004,other_reaction,other_reaction
Cathode:Reconstructed_Cu_electrode,Performance:FE,improves,doc_1040,doc_1040_chunk_098551,,doc_1040,CO2RR,CO2RR
Cathode:Reduced_amorphous_metallic_Cu_shell_catalyst_R_8_Cu_12,Performance:Excellent_stability_over_50_h_with_no_notable_surface_change,improves,doc_0516,doc_0516_chunk_046808,,doc_0516,CORR,CORR
Cathode:Reduced_amorphous_metallic_Cu_shell_catalyst_R_8_Cu_12,Performance:FE,improves,doc_0516,doc_0516_chunk_046808,,doc_0516,CORR,CORR
Cathode:Reduced_amorphous_metallic_Cu_shell_catalyst_R_8_Cu_12,Performance:Hydrogen_evolution_reaction_suppressed,improves,doc_0516,doc_0516_chunk_046808,,doc_0516,CORR,CORR
Cathode:Reduced_amorphous_metallic_Cu_shell_catalyst_R_8_Cu_12,Performance:Partial_current_density_of_C2_oxygenates_209_2_mA_cm2_three_times_crystalline_Cu,improves,doc_0516,doc_0516_chunk_046808,,doc_0516,CORR,CORR
Cathode:Reduced_nanoscale_SnO2_catalyst,Performance:Catalyst_stable_after_18_h_electrolysis_at_1_8_V,improves,doc_0186,doc_0186_chunk_019310,,doc_0186,CO2RR,CO2RR
Cathode:Reduced_nanoscale_SnO2_catalyst,Performance:Current_density_on_graphene_supported_SnO2_13_1_mA_cm2,improves,doc_0186,doc_0186_chunk_019306,,doc_0186,CO2RR,CO2RR
Cathode:Reduced_nanoscale_SnO2_catalyst,Performance:FE,improves,doc_0186,doc_0186_chunk_019293,,doc_0186,CO2RR,CO2RR
Cathode:Reduced_nanoscale_SnO2_catalyst,Performance:Specific_current_density_nano_SnO2_graphene_266_A_g,improves,doc_0186,doc_0186_chunk_019307,,doc_0186,CO2RR,CO2RR
Cathode:Rh_Au_bimetallic_catalyst,Performance:higher_H2_and_CO_production_rates_with_ceria_modification,improves,doc_0032,doc_0032_chunk_002433,,doc_0032,unknown,unknown
Cathode:Rh_C,Performance:CO_stripping_onset_potentials_decrease_with_increasing_pH,improves,doc_2571,doc_2571_chunk_239109,,doc_2571,other_reaction,other_reaction
Cathode:Rh_C,Performance:Exchange_current_density_decreases_with_increasing_pH,improves,doc_2145,doc_2145_chunk_198464,,doc_2145,other_reaction,other_reaction
Cathode:Rh_C,Performance:Exchange_current_density_decreases_with_increasing_pH,improves,doc_2571,doc_2571_chunk_239095,,doc_2571,other_reaction,other_reaction
Cathode:Rh_C,Performance:Hydrogen_binding_energy_increases_linearly_with_pH,improves,doc_2145,doc_2145_chunk_198458,,doc_2145,other_reaction,other_reaction
Cathode:Rh_C,Performance:Hydrogen_binding_energy_increases_linearly_with_pH,improves,doc_2571,doc_2571_chunk_239089,,doc_2571,other_reaction,other_reaction
Cathode:Rh_C,Performance:Log_exchange_current_density_correlates_linearly_with_hydrogen_binding_energy,improves,doc_2571,doc_2571_chunk_239098,,doc_2571,other_reaction,other_reaction
Cathode:Rh_C,Performance:Universal_linear_correlation_between_log_exchange_current_density_and_hydrogen_binding_energy,improves,doc_2145,doc_2145_chunk_198467,,doc_2145,other_reaction,other_reaction
Cathode:Rh_Cu_catalyst,Performance:C2_selectivity_promoted_in_CORR_vs_CO2RR,improves,doc_0927,doc_0927_chunk_087673,,doc_0927,other_reaction,other_reaction
Cathode:Rh_Cu_catalyst,Performance:FE,improves,doc_0927,doc_0927_chunk_087674,,doc_0927,other_reaction,other_reaction
Cathode:Rh_Cu_catalyst,Performance:Higher_local_pH_and_saturated_CO_coverage_facilitate_C2_oxygenates,improves,doc_0927,doc_0927_chunk_087673,,doc_0927,other_reaction,other_reaction
Cathode:Rh_Cu_catalyst,Performance:Optimal_Rh_content_ensures_modest_CO_binding_and_coverage,improves,doc_0927,doc_0927_chunk_087672,,doc_0927,other_reaction,other_reaction
